timestep,aqi,voltage,energy,wind_speed,concentration
4800,48.995016677312194,2.5585000000000004,250.58340000000004,2.5585000000000004,12.653509755449214
4900,49.84229492881327,2.4957777777777777,238.99600000000004,2.4957777777777777,12.905005350077195
5000,50.39547157729872,2.4543000000000004,230.96844000000004,2.4543000000000004,13.041092403624713
5100,43.949151139274434,2.796,285.33600000000007,2.796,10.575067724013984
5200,48.89554937644087,2.486,228.74760000000003,2.486,12.053340883557778
5300,50.32210893764316,2.394333333333333,212.4084,2.394333333333333,12.521601394479708
5400,49.04637276174601,2.4760000000000004,226.82160000000005,2.4760000000000004,12.101208694551683
5500,48.97864243897456,2.4804,226.56672000000003,2.4804,12.023325068148246
5600,48.82944803269755,2.4895,227.5398,2.4895,11.943823239860365
5700,48.83275521001537,2.4884285714285714,226.95788571428574,2.4884285714285714,11.92839519035771
5800,48.7743233226855,2.4925,227.96640000000002,2.4925,11.91980780531254
5900,48.290878586420895,2.521777777777778,233.41440000000003,2.521777777777778,11.78653413972834
6000,48.59454512192179,2.5023,229.87692000000004,2.5023,11.878947946699343
6100,43.22898809028962,2.8400000000000007,295.20000000000005,2.8400000000000007,10.453062336954797
6200,48.40279015610267,2.515,234.37440000000004,2.515,11.91276093171256
6300,50.304489617204744,2.4013333333333335,213.7272,2.4013333333333335,12.486835943045088
6400,50.145813740636,2.4107499999999997,214.17030000000003,2.4107499999999997,12.370318903678813
6500,54.76247695597359,2.218,187.97184,2.218,14.412522731327538
6600,55.9343371077861,2.137833333333333,175.27859999999995,2.137833333333333,14.882516433581022
6700,55.7529714264903,2.138714285714286,174.38142857142853,2.138714285714286,14.746838027711306
6800,55.243747615680384,2.1618749999999998,176.98725,2.1618749999999998,14.477128458101452
6900,55.00836343928537,2.1708888888888884,177.84319999999997,2.1708888888888884,14.348216471104497
7000,55.810022634435825,2.1224,170.61911999999995,2.1224,14.695193723188753
7100,54.3047538788184,2.1369999999999996,165.44519999999997,2.1369999999999996,13.717289764747187
7200,54.1557586808039,2.1479999999999997,167.3028,2.1479999999999997,13.660065639465165
7300,56.078902991413194,2.0399999999999996,152.70479999999995,2.0399999999999996,14.580548151704903
7400,55.55433620821999,2.0722499999999995,157.62689999999998,2.0722499999999995,14.359510369301535
7500,56.3745406965056,2.0323999999999995,152.30303999999995,2.0323999999999995,14.73217939832182
7600,57.24435566241848,1.9861666666666664,146.00339999999994,1.9861666666666664,15.13541159996578
7700,56.89072330987646,2.0067142857142857,148.85125714285712,2.0067142857142857,14.964556789070256
7800,57.210505126909126,1.9917499999999995,147.41459999999995,1.9917499999999995,15.15180200640473
7900,56.98254226144643,2.0021111111111107,148.59639999999993,2.0021111111111107,15.03641193066857
8000,56.25000541846285,2.0447999999999995,155.57111999999995,2.0447999999999995,14.767960687197833
8100,60.281753107471424,1.8269999999999993,125.71559999999994,1.8269999999999993,16.645378937833346
8200,67.92161166430058,1.6754999999999993,112.26419999999995,1.6754999999999993,20.097750027764135
8300,63.803918631432786,1.8009999999999995,125.74679999999994,1.8009999999999995,18.165486844744322
8400,60.41868539597388,1.9509999999999996,146.83139999999995,1.9509999999999996,16.69905536877236
8500,59.32753778822994,1.9879999999999995,151.68527999999998,1.9879999999999995,16.225082899628106
8600,57.73333831191185,2.061666666666666,162.08639999999994,2.061666666666666,15.534274433267369
8700,57.7167622050052,2.0469999999999993,159.17502857142853,2.0469999999999993,15.501342310096927
8800,57.06860649949318,2.0727499999999996,162.44909999999996,2.0727499999999996,15.204369799220427
8900,56.332174732390314,2.108444444444444,167.45919999999995,2.108444444444444,14.875615377610071
9000,56.24628258309836,2.1060999999999996,166.74659999999997,2.1060999999999996,14.822513826974628
9100,49.895227878898226,2.428,213.49439999999998,2.428,12.072578689800837
9200,51.59337347160381,2.3175,195.36300000000003,2.3175,12.713547994298338
9300,53.07466233552627,2.232333333333333,183.57719999999998,2.232333333333333,13.410055706673935
9400,50.142767075821496,2.4125,216.61740000000006,2.4125,12.538366657807877
9500,50.0319672497776,2.418,216.46512,2.418,12.437470176936538
9600,50.42981868282217,2.3946666666666667,212.7648,2.3946666666666667,12.599644734769539
9700,50.252518485407556,2.406142857142857,214.07194285714283,2.406142857142857,12.49182086346392
9800,50.91484057753789,2.3652499999999996,207.35100000000003,2.3652499999999996,12.7384956232091
9900,50.7371744932898,2.3757777777777775,208.6448,2.3757777777777775,12.646557319773978
10000,51.18412313428921,2.3476,203.74632,2.3476,12.791932606258856
10100,54.71687756315663,2.166,174.30479999999997,2.166,14.04790552506074
10200,56.478852317188576,2.0429999999999997,155.04479999999995,2.0429999999999997,14.795496341708304
10300,57.18898152963467,1.9983333333333329,148.37639999999993,1.9983333333333329,15.117376288718141
10400,54.356348155173364,2.1659999999999995,176.1426,2.1659999999999995,14.09994423484101
10500,53.59168440840132,2.2103999999999995,182.15424,2.2103999999999995,13.731261414731504
10600,54.176983069388164,2.1766666666666667,177.03599999999997,2.1766666666666667,13.980872681510455
10700,54.173228482565754,2.172857142857143,175.8702857142857,2.172857142857143,13.948724047636748
10800,54.67196488659997,2.1463749999999995,171.88964999999996,2.1463749999999995,14.154696074391591
10900,55.13356172369064,2.1249999999999996,168.82839999999996,2.1249999999999996,14.34691962239913
11000,54.8837757129135,2.1378999999999997,170.34875999999997,2.1378999999999997,14.213031745972417
11100,49.34131550307458,2.4470000000000005,220.32360000000008,2.4470000000000005,12.216712452618358
11200,51.088057196211565,2.3445,202.94099999999997,2.3445,12.800259900473407
11300,52.670977218751744,2.251,187.4724,2.251,13.349246466123075
11400,53.31875843164655,2.2242499999999996,183.39569999999995,2.2242499999999996,13.585995471669932
11500,53.056043676567256,2.2374,185.01767999999998,2.2374,13.453015716297074
11600,53.50958328477432,2.214833333333333,181.58339999999995,2.214833333333333,13.625211045964424
11700,53.800290415922085,2.200285714285714,179.45794285714283,2.200285714285714,13.744138030825086
11800,53.48807331542276,2.217,181.80449999999996,2.217,13.604084629402724
11900,53.43006087084499,2.2187777777777775,181.71319999999994,2.2187777777777775,13.554880228546265
12000,53.143761703811045,2.2354000000000003,184.14935999999997,2.2354000000000003,13.429196247356783
12100,53.25016303815657,2.2119999999999997,177.42239999999998,2.2119999999999997,13.267809215406265
12200,53.68560051590055,2.1884999999999994,175.37219999999996,2.1884999999999994,13.571321390351567
12300,53.522723298479065,2.1976666666666667,176.30999999999995,2.1976666666666667,13.465930901526582
12400,53.93672578058172,2.1732499999999995,172.6389,2.1732499999999995,13.638379774205019
12500,53.74959044814785,2.1848,175.01183999999998,2.1848,13.612554536981545
12600,54.172339070656584,2.1558333333333333,170.32739999999995,2.1558333333333333,13.780583809857117
12700,54.53944348433099,2.140285714285714,168.47999999999996,2.140285714285714,13.958182612911475
12800,54.97801687002002,2.1182499999999997,165.45059999999998,2.1182499999999997,14.15541579906542
12900,54.55956533822309,2.1428888888888884,169.14639999999994,2.1428888888888884,13.977216992783356
13000,54.60642364871361,2.1380999999999997,168.46236,2.1380999999999997,14.006467488340805
13100,52.52731978347554,2.2569999999999997,185.25240000000002,2.2569999999999997,13.049848569415042
13200,53.56011279903671,2.2104999999999997,179.02259999999998,2.2104999999999997,13.476419606472314
13300,52.811573738317655,2.251,185.994,2.251,13.256455160764817
13400,52.62231175570193,2.2604999999999995,187.1514,2.2604999999999995,13.160769346216716
13500,52.85630916933516,2.2413999999999996,183.97224,2.2413999999999996,13.25895309484661
13600,52.764589235348986,2.2464999999999997,185.24339999999998,2.2464999999999997,13.265924202840205
13700,52.765129282464436,2.2465714285714284,184.9813714285714,2.2465714285714284,13.240799031130056
13800,52.62059312565394,2.2548749999999997,186.28784999999996,2.2548749999999997,13.18502486605962
13900,52.40380301738405,2.2684444444444445,188.46959999999999,2.2684444444444445,13.099123698433072
14000,52.61681917237481,2.2563,186.49331999999998,2.2563,13.173850013885536
14100,54.81697487186662,2.133,168.28919999999994,2.133,14.095737988717794
14200,53.06724649410048,2.234,183.2148,2.234,13.351771101878931
14300,53.39065163822635,2.2133333333333334,180.83519999999996,2.2133333333333334,13.552198894522043
14400,53.948886278374395,2.1777499999999996,175.04009999999994,2.1777499999999996,13.762835375186482
14500,53.42685569297192,2.21,179.68607999999995,2.21,13.519292961772456
14600,53.374537922437774,2.2119999999999997,179.85599999999997,2.2119999999999997,13.491100562416742
14700,52.710382722791984,2.251428571428571,186.24034285714285,2.251428571428571,13.250609752953045
14800,52.579085924595894,2.2598749999999996,187.48574999999997,2.2598749999999996,13.189428160864573
14900,52.643171578877386,2.2561111111111107,187.00439999999995,2.2561111111111107,13.222803512681137
15000,52.26168437697809,2.2795999999999994,190.73592,2.2795999999999994,13.075211540237971
15100,55.20314846131519,2.1349999999999993,169.4628,2.1349999999999993,14.257699829555754
15200,52.96793816456484,2.2569999999999997,190.71719999999996,2.2569999999999997,13.566129298768152
15300,51.680184927932814,2.3299999999999996,200.9448,2.3299999999999996,12.979262634862577
15400,52.42536578631221,2.2772499999999996,192.1635,2.2772499999999996,13.263534839648797
15500,52.251855693950155,2.2878,192.97512,2.2878,13.12195363454549
15600,52.472690416125936,2.2738333333333327,190.36859999999996,2.2738333333333327,13.173984815250236
15700,52.704833901867275,2.2604285714285712,188.21365714285713,2.2604285714285712,13.259877857281499
15800,52.35322384615109,2.2812499999999996,191.4183,2.2812499999999996,13.117142476761403
15900,52.52144895627214,2.2697777777777777,189.39039999999997,2.2697777777777777,13.168989422155477
16000,52.285914318542794,2.2832999999999997,191.7918,2.2832999999999997,13.102269151345439
16100,51.33889418854747,2.3409999999999997,198.21959999999999,2.3409999999999997,12.503811904645746
16200,50.376003710819916,2.3964999999999996,208.485,2.3964999999999996,12.2694543009685
16300,49.693510472870024,2.4376666666666664,215.46359999999999,2.4376666666666664,12.047212015170226
16400,49.9959904498701,2.4204999999999997,212.54760000000002,2.4204999999999997,12.140325761014033
16500,50.42814901610248,2.392,208.12608000000003,2.392,12.326888744936747
16600,49.63243093755838,2.4383333333333335,216.37679999999997,2.4383333333333335,12.0983026133419
16700,49.92952420087685,2.4194285714285715,213.07062857142859,2.4194285714285715,12.192101025815667
16800,49.89393568917164,2.421,213.5817,2.421,12.203600121438766
16900,49.95241967491983,2.4186666666666667,212.97440000000003,2.4186666666666667,12.201491213432552
17000,50.31170092813524,2.397,209.3256,2.397,12.320668922285133
17100,49.942376118818316,2.4130000000000003,212.24519999999995,2.4130000000000003,12.249354426413747
17200,50.311690839628255,2.391,208.5804,2.391,12.377409543460224
17300,50.98689284046629,2.352,202.3248,2.352,12.616419072670867
17400,50.32990068647634,2.39375,209.2671,2.39375,12.374900774803427
17500,50.66161020003091,2.3722,205.42103999999998,2.3722,12.475493765828066
17600,51.11948611373107,2.3479999999999994,201.8328,2.3479999999999994,12.659676292297394
17700,51.059257246747976,2.3538571428571426,202.44805714285715,2.3538571428571426,12.599090785258788
17800,51.37026854890772,2.33375,198.94949999999997,2.33375,12.698145532220652
17900,51.038157192113154,2.3537777777777773,202.25039999999998,2.3537777777777773,12.581682048037415
18000,51.143677743531036,2.3476999999999997,201.159,2.3476999999999997,12.609566975880742
18100,52.04301925253864,2.286,192.1968,2.286,13.054249104737714
18200,50.77616742032346,2.3645,204.2622,2.3645,12.532414538570974
18300,51.65308276900121,2.3169999999999997,196.78199999999998,2.3169999999999997,12.852036592245586
18400,51.90453092232794,2.3009999999999997,195.3432,2.3009999999999997,13.046028584291914
18500,51.69376322435084,2.3162,197.09207999999998,2.3162,12.89651101322295
18600,52.38821214532718,2.279333333333333,191.46599999999995,2.279333333333333,13.170942188005307
18700,52.23276289328789,2.2889999999999997,192.60977142857143,2.2889999999999997,13.073818369461348
18800,52.500698891383834,2.2726249999999997,189.92385,2.2726249999999997,13.169081693897288
18900,52.74880460009596,2.2617777777777777,188.38799999999998,2.2617777777777777,13.26777252546622
19000,52.545057181978436,2.2731999999999997,189.99432000000002,2.2731999999999997,13.175032422993471
19100,55.31597214982993,2.1139999999999994,166.26239999999996,2.1139999999999994,14.328708249291921
19200,55.176884541454726,2.1195,167.32979999999995,2.1195,14.307190598465112
19300,54.4368917479835,2.1586666666666665,171.88559999999998,2.1586666666666665,13.900687765669433
19400,53.95613703292143,2.18775,176.24789999999996,2.18775,13.69037956778233
19500,54.31038605150732,2.1603999999999997,171.61487999999994,2.1603999999999997,13.824745004716547
19600,54.24797118298396,2.1705,173.87339999999998,2.1705,13.841811013086117
19700,54.01058295476718,2.184714285714285,175.84199999999998,2.184714285714285,13.724444953734604
19800,53.715861959033575,2.2016249999999995,178.23644999999996,2.2016249999999995,13.588993202441403
19900,53.93744199663283,2.1897777777777776,176.58479999999994,2.1897777777777776,13.691848800637352
20000,53.849346418982734,2.1945999999999994,177.35039999999998,2.1945999999999994,13.659529920112584
20100,51.39529041738861,2.3449999999999998,198.5508,2.3449999999999998,12.461638616187914
20200,51.885883125143756,2.3129999999999997,193.8168,2.3129999999999997,12.687613383666735
20300,51.15768875709672,2.354,200.83199999999997,2.354,12.469337706509851
20400,51.45235781698675,2.3347499999999997,197.72370000000004,2.3347499999999997,12.584894085965903
20500,51.43237922833042,2.335,197.80632,2.335,12.586470036205911
20600,51.45640733268227,2.333833333333333,197.48699999999997,2.333833333333333,12.583089956010348
20700,51.79350327855446,2.3125714285714283,194.16754285714282,2.3125714285714283,12.7191135017482
20800,51.87251359391708,2.3064999999999998,193.8879,2.3064999999999998,12.809894011517976
20900,51.88238713292823,2.3063333333333333,193.68439999999995,2.3063333333333333,12.796918896871166
21000,52.14044892861301,2.2908999999999997,191.27411999999998,2.2908999999999997,12.899480458804408
21100,51.97488479367177,2.281,190.20599999999996,2.281,12.96273781362967
21200,51.47817019405316,2.3225,197.38979999999995,2.3225,12.77279480824345
21300,51.97086391821185,2.2943333333333333,193.26119999999997,2.2943333333333333,12.991436754993375
21400,51.573069461209435,2.322,197.1846,2.322,12.783000564926683
21500,51.687316274617224,2.3138,195.50232,2.3138,12.801089757627972
21600,51.745557139572774,2.3081666666666667,194.44619999999998,2.3081666666666667,12.820538510103425
21700,51.38946968440478,2.3308571428571425,198.14502857142855,2.3308571428571425,12.685737535834617
21800,51.44551628997167,2.3275,197.39970000000002,2.3275,12.689760623162684
21900,51.392910883775656,2.331,197.86279999999996,2.331,12.661130197518865
22000,51.360235305769415,2.3326,198.1656,2.3326,12.653666736278025
22100,54.262804745183324,2.160999999999999,172.83239999999998,2.160999999999999,13.900756872969225
22200,51.892961014413075,2.3089999999999997,195.2928,2.3089999999999997,12.891566798802582
22300,52.11375271938823,2.2939999999999996,192.22079999999997,2.2939999999999996,12.925348516035035
22400,52.60244679221844,2.263,187.89299999999994,2.263,13.176295711618007
22500,52.15486416897185,2.2897999999999996,191.95128,2.2897999999999996,12.988611214519366
22600,52.11268183809073,2.2906666666666666,191.8224,2.2906666666666666,12.956877222728638
22700,51.666060377670554,2.3189999999999995,196.38462857142855,2.3189999999999995,12.7836520452162
22800,51.84697944929472,2.3082499999999997,194.5638,2.3082499999999997,12.841538079946059
22900,51.77346567254274,2.3131111111111107,195.2664,2.3131111111111107,12.805419799268567
23000,51.45255855474874,2.3324,198.49103999999997,2.3324,12.694950421520518
23100,52.36638791800949,2.28,188.48159999999996,2.28,12.879979446676975
23200,51.59364322385805,2.3215,195.55379999999997,2.3215,12.657375250736845
23300,51.711809937570415,2.3149999999999995,194.27159999999998,2.3149999999999995,12.678292547155907
23400,51.77970755589325,2.3109999999999995,193.78799999999995,2.3109999999999995,12.715887917637367
23500,51.127257423155676,2.3506,200.48183999999998,2.3506,12.501998667581725
23600,51.51938409774311,2.3261666666666665,196.53539999999998,2.3261666666666665,12.647741503840429
23700,51.47682414276858,2.328285714285714,197.05371428571425,2.328285714285714,12.646653136651242
23800,51.240556849356636,2.3427499999999997,199.57949999999997,2.3427499999999997,12.570913529142098
23900,51.470700647209384,2.3295555555555554,197.48639999999997,2.3295555555555554,12.657588611854477
24000,51.50300996560974,2.3275,197.29044,2.3275,12.68242524211668
24100,48.73236374144387,2.491,225.6372,2.491,11.818862018673919
24200,50.45878883573012,2.386,207.28799999999998,2.386,12.354392237682243
24300,50.40342819907344,2.394333333333333,208.2084,2.394333333333333,12.279554329084284
24400,50.88179861212705,2.3642499999999997,203.3739,2.3642499999999997,12.465284449325727
24500,51.17982108477214,2.3451999999999997,200.45808000000002,2.3451999999999997,12.596968012179893
24600,51.115391754563305,2.3506666666666662,201.11159999999998,2.3506666666666662,12.547644671225514
24700,51.04088549342676,2.3568571428571423,201.93942857142855,2.3568571428571423,12.498894559426024
24800,51.070136762762104,2.35425,201.56669999999997,2.35425,12.51863498776577
24900,50.950828583584595,2.3618888888888887,202.73,2.3618888888888887,12.468216750608144
25000,51.02098931700397,2.3567,201.92435999999998,2.3567,12.50098825966892
25100,48.85504307423694,2.4799999999999995,222.84,2.4799999999999995,11.829057967789645
25200,50.42778055571538,2.3924999999999996,207.53459999999998,2.3924999999999996,12.268357892269172
25300,50.946657564290604,2.3606666666666665,202.17600000000002,2.3606666666666665,12.442832207079128
25400,50.42118132680292,2.3939999999999997,207.76319999999998,2.3939999999999997,12.260665385865003
25500,50.58251379768542,2.3853999999999997,206.33256,2.3853999999999997,12.310483057295933
25600,50.4033860827511,2.395333333333333,208.0356,2.395333333333333,12.257993009785238
25700,50.153711337027595,2.4107142857142856,210.6714857142857,2.4107142857142856,12.176806167327673
25800,50.37043777911838,2.3968749999999996,208.36665000000002,2.3968749999999996,12.254158859644999
25900,50.258849182763434,2.403666666666667,209.46520000000004,2.403666666666667,12.214323994150242
26000,50.356612889018116,2.3971,208.37124,2.3971,12.250896513010034
26100,52.1665200155859,2.278,189.3888,2.278,12.980607679437128
26200,50.41506892741398,2.3855,208.04940000000002,2.3855,12.41509269874352
26300,51.14310253004855,2.344333333333333,200.5428,2.344333333333333,12.602739964122078
26400,51.028469124918104,2.35275,201.6981,2.35275,12.541478641412878
26500,50.50232912815302,2.3853999999999997,207.18504000000001,2.3853999999999997,12.361985119579614
26600,50.5152244600657,2.3855,206.99579999999997,2.3855,12.347969271354975
26700,50.429804753497116,2.391285714285714,207.86451428571428,2.391285714285714,12.310006564227939
26800,50.51189735891165,2.3863749999999997,207.04545,2.3863749999999997,12.338765270185588
26900,50.246798337163725,2.4018888888888887,209.67239999999998,2.4018888888888887,12.2552836134888
27000,50.22285994083743,2.4049,210.03588,2.4049,12.229983930032285
27100,53.052043924572644,2.2320000000000007,183.20399999999995,2.2320000000000007,13.378832804789909
27200,51.95346501733739,2.299,193.3668,2.299,12.917999270620943
27300,51.389907064605374,2.338333333333333,199.1436,2.338333333333333,12.637849394948985
27400,51.630753931089764,2.324,196.8156,2.324,12.721556888174764
27500,51.53068074348316,2.3328,197.9352,2.3328,12.645148011201778
27600,51.30858005233934,2.3465,200.06219999999996,2.3465,12.555938630921245
27700,51.29287015167718,2.347285714285714,200.11525714285713,2.347285714285714,12.544651827321044
27800,51.06263569228769,2.361125,202.36634999999998,2.361125,12.462613547073156
27900,51.08990660723753,2.359777777777777,202.04479999999998,2.359777777777777,12.462135008585907
28000,51.163683235388675,2.3553,201.25475999999998,2.3553,12.483469235777406
28100,50.35498142585327,2.408,209.53439999999998,2.408,12.145096003755894
28200,51.01360855506442,2.363,202.71599999999998,2.363,12.451442517381706
28300,50.29265015994748,2.404666666666666,209.69279999999998,2.404666666666666,12.219294876541802
28400,50.279888475417344,2.40475,209.6739,2.40475,12.214507082420994
28500,50.260229664589104,2.4042,209.72088,2.4042,12.224800796938984
28600,50.14250872500425,2.4128333333333334,211.03019999999998,2.4128333333333334,12.168521750184144
28700,50.1587566185133,2.413,210.95537142857145,2.413,12.160845934665995
28800,49.98574063248074,2.421875,212.56875,2.421875,12.119231512451002
28900,49.9911823568818,2.422222222222222,212.536,2.422222222222222,12.111297776266426
29000,50.25589522019949,2.4057,209.77884,2.4057,12.2028556405109
29100,50.15639547175296,2.4150000000000005,210.9852,2.4150000000000005,12.128682688977115
29200,50.38288062075619,2.401,208.71,2.401,12.210710439334052
29300,51.07745662440752,2.358,201.98399999999998,2.358,12.487393304559598
29400,51.02568559775444,2.3634999999999997,202.608,2.3634999999999997,12.434369721585172
29500,51.2007085189727,2.3522,200.59272,2.3522,12.485855423235185
29600,51.458998285201176,2.3358333333333334,198.1002,2.3358333333333334,12.597261962902259
29700,51.300489603190776,2.3465714285714285,199.76194285714283,2.3465714285714285,12.527916237284309
29800,51.26504578788081,2.3481249999999996,200.04074999999997,2.3481249999999996,12.51952311891813
29900,51.1100407613627,2.3584444444444443,201.69199999999998,2.3584444444444443,12.45719974399353
30000,51.09791580195597,2.36,201.86496,2.36,12.442018995587466
30100,53.97625066718765,2.1649999999999996,169.98119999999994,2.1649999999999996,13.55810250120713
30200,52.837294889989046,2.2454999999999994,182.73059999999998,2.2454999999999994,13.065980387412202
30300,52.536296964238296,2.267,186.07559999999998,2.267,12.930178997253758
30400,52.391736080337566,2.2744999999999997,187.39979999999997,2.2744999999999997,12.89344161638787
30500,51.946079730209995,2.3056,192.51647999999997,2.3056,12.717249719028839
30600,51.854428909142676,2.311833333333333,193.49939999999998,2.311833333333333,12.678387550428981
30700,51.75280426926084,2.3177142857142856,194.5008,2.3177142857142856,12.647086484347705
30800,51.67040638611554,2.3221249999999998,195.32295,2.3221249999999998,12.629388482652057
30900,51.52096731880422,2.331666666666666,196.9332,2.331666666666666,12.577635830830376
31000,51.373057168723115,2.3408999999999995,198.46476,2.3408999999999995,12.525965840777458
31100,51.66544270171449,2.3299999999999996,196.35119999999995,2.3299999999999996,12.569758545119509
31200,51.37366492737666,2.3429999999999995,198.75239999999997,2.3429999999999995,12.507360157364474
31300,50.49759745463392,2.395,207.5484,2.395,12.230227380892257
31400,50.66250012720212,2.3867499999999997,205.9803,2.3867499999999997,12.263209380186774
31500,50.64813218272601,2.3876,206.10576,2.3876,12.257636148001543
31600,50.870491111461384,2.374,203.8812,2.374,12.337148283856807
31700,50.975875413974386,2.3658571428571427,202.58177142857141,2.3658571428571427,12.385656334769898
31800,50.88982780559222,2.370875,203.41664999999998,2.370875,12.357629722617652
31900,50.96119382186625,2.3668888888888886,202.7,2.3668888888888886,12.375890740530227
32000,50.97092017597759,2.3675,202.74444,2.3675,12.368723318888819
32100,49.804761927273624,2.444,215.48880000000005,2.444,11.947279694692597
32200,49.86073910501384,2.437,214.44120000000004,2.437,11.993248122344554
32300,49.71071723300727,2.4459999999999997,216.00480000000002,2.4459999999999997,11.947208011867858
32400,50.307926429362844,2.4084999999999996,209.78279999999998,2.4084999999999996,12.157610505695226
32500,50.54272305303975,2.3954,207.45432,2.3954,12.219728073476713
32600,50.51755796575206,2.3983333333333334,207.88319999999996,2.3983333333333334,12.199548802386646
32700,50.560767867756184,2.395571428571428,207.46337142857146,2.395571428571428,12.218202001440545
32800,50.458188906236366,2.4011249999999995,208.46474999999998,2.4011249999999995,12.191893844078962
32900,50.5100752744323,2.3987777777777772,208.0076,2.3987777777777772,12.200313190576328
33000,50.64128079823029,2.3906,206.62632000000002,2.3906,12.2442685219011
33100,50.812265589260996,2.388,205.68240000000003,2.388,12.224198008667859
33200,50.94166227893772,2.3789999999999996,204.2676,2.3789999999999996,12.280665059560949
33300,51.34489245040992,2.350333333333333,199.5948,2.350333333333333,12.444964882538779
33400,51.18994379384525,2.3609999999999998,201.3192,2.3609999999999998,12.382651101238839
33500,51.25254814789664,2.357,200.60856,2.357,12.401432373685267
33600,51.39775909583506,2.346833333333333,199.00619999999998,2.346833333333333,12.464347196109244
33700,51.42278244016645,2.3447142857142858,198.63617142857143,2.3447142857142858,12.474533863369075
33800,51.47648450399707,2.3404999999999996,197.96309999999997,2.3404999999999996,12.499542092206163
33900,51.360564497570145,2.3474444444444442,199.1412,2.3474444444444442,12.462503793175351
