timestep,aqi,fan_speed
12490,1.0,2.7755576e-17
12500,1.0,0.0
12510,1.0,0.0
12520,1.0,0.2
12530,1.0,0.0
12540,1.0,0.0
12550,1.0,0.0
12560,1.0,0.0
12570,1.0,0.0
12580,1.0,0.0
12590,1.0,0.1
12600,1.0,0.0
12610,1.0,0.1
12620,1.0,0.0
12630,1.0,0.0
12640,1.0,0.0
12650,1.0,0.0
12660,1.0,0.0
12670,1.0,0.1
12680,1.0,0.0
12690,1.0,0.0
12700,1.0,0.0
12710,1.0,0.1
12720,1.0,0.0
12730,1.0,0.0
12740,1.0,0.0
12750,1.0,0.0
12760,1.0,0.0
12770,1.0,0.0
12780,1.0,0.1
12790,1.0,0.0
12800,1.0,0.0
12810,1.0,0.0
12820,1.0,0.0
12830,1.0,0.1
12840,1.0,0.0
12850,1.0,0.0
12860,1.0,0.0
12870,1.0,0.0
12880,1.0,0.1
12890,1.0,0.1
12900,1.0,0.1
12910,1.0,0.1
12920,1.0,0.0
12930,1.0,0.1
12940,1.0,0.0
12950,1.0,0.0
12960,1.0,0.0
12970,1.0,0.0
12980,1.0,0.1
12990,1.0,0.0
13000,1.0,0.0
13010,1.0,0.1
13020,1.0,0.2
13030,1.0,0.0
13040,1.0,0.0
13050,1.0,0.3
13060,1.0,0.1
13070,1.0,0.0
13080,1.0,0.0
13090,1.0,0.0
13100,1.0,0.0
13110,1.0,0.2
13120,1.0,0.0
13130,1.0,0.0
13140,1.0,0.0
13150,1.0,0.0
13160,1.0,0.0
13170,1.0,0.0
13180,1.0,0.0
13190,1.0,0.1
13200,1.0,0.1
13210,1.0,0.0
13220,1.0,0.0
13230,1.0,0.0
13240,1.0,0.0
13250,1.0,0.0
13260,1.0,0.1
13270,1.0,2.7755576e-17
13280,1.0,2.7755576e-17
13290,1.0,0.0
13300,1.0,0.1
13310,1.0,0.2
13320,1.0,0.1
13330,1.0,0.0
13340,1.0,0.0
13350,1.0,0.0
13360,1.0,0.1
13370,1.0,0.1
13380,1.0,0.1
13390,1.0,0.0
13400,1.0,0.0
13410,1.0,0.0
13420,1.0,0.0
13430,1.0,0.0
13440,1.0,0.0
13450,1.0,0.0
13460,1.0,0.0
13470,1.0,0.0
13480,1.0,0.1
13490,1.0,0.0
13500,1.0,0.0
13510,1.0,0.1
13520,1.0,0.1
13530,1.0,0.0
13540,1.0,0.4
13550,1.0,0.1
13560,1.0,0.0
13570,1.0,0.0
13580,1.0,0.0
13590,1.0,0.1
13600,1.0,0.0
13610,1.0,0.2
13620,1.0,0.2
13630,1.0,0.0
13640,1.0,0.0
13650,1.0,0.0
13660,1.0,0.0
13670,1.0,0.0
13680,1.0,0.0
13690,1.0,0.2
13700,1.0,0.1
13710,1.0,0.0
13720,1.0,0.0
13730,1.0,0.2
13740,1.0,0.0
13750,1.0,0.1
13760,1.0,0.0
13770,1.0,0.0
13780,1.0,0.0
13790,1.0,0.0
13800,1.0,0.0
13810,1.0,0.0
13820,1.0,0.3
13830,1.0,2.7755576e-17
13840,1.0,0.0
13850,1.0,0.1
13860,1.0,0.1
13870,1.0,0.2
13880,1.0,2.7755576e-17
13890,1.0,0.0
13900,1.0,0.0
13910,1.0,0.0
13920,1.0,0.0
13930,1.0,0.1
13940,1.0,0.0
13950,1.0,0.0
13960,1.0,0.1
13970,1.0,0.0
13980,1.0,0.1
13990,1.0,0.0
14000,1.0,0.1
14010,1.0,0.1
14020,1.0,0.1
14030,1.0,2.7755576e-17
14040,1.0,2.7755576e-17
14050,1.0,0.2
14060,1.0,2.7755576e-17
14070,1.0,0.0
14080,1.0,0.0
14090,1.0,0.0
14100,1.0,0.0
14110,1.0,0.0
14120,1.0,0.0
14130,1.0,0.0
14140,1.0,0.2
14150,1.0,0.0
14160,1.0,0.1
14170,1.0,0.0
14180,1.0,0.0
14190,1.0,0.0
14200,1.0,0.0
14210,1.0,0.0
14220,1.0,0.0
14230,1.0,0.0
14240,1.0,0.0
14250,1.0,0.0
14260,1.0,0.0
14270,1.0,0.0
14280,1.0,0.0
14290,1.0,0.1
14300,1.0,0.0
14310,1.0,0.1
14320,1.0,0.2
14330,1.0,0.1
14340,1.0,0.0
14350,1.0,0.0
14360,1.0,0.0
14370,1.0,0.0
14380,1.0,0.0
14390,1.0,0.0
14400,1.0,0.0
14410,1.0,0.0
14420,1.0,0.0
14430,1.0,0.0
14440,1.0,0.0
14450,1.0,0.0
14460,1.0,0.0
14470,1.0,0.0
14480,1.0,0.1
14490,1.0,2.7755576e-17
14500,1.0,0.2
14510,1.0,0.0
14520,1.0,0.0
14530,1.0,0.1
14540,1.0,0.2
14550,1.0,0.1
14560,1.0,0.2
14570,1.0,0.0
14580,1.0,0.1
14590,1.0,0.0
14600,1.0,0.0
14610,1.0,0.0
14620,1.0,0.0
14630,1.0,0.0
14640,1.0,0.0
14650,1.0,0.0
14660,1.0,0.2
14670,1.0,0.0
14680,1.0,0.0
14690,1.0,0.0
14700,1.0,0.0
14710,1.0,0.2
14720,1.0,0.0
14730,1.0,0.0
14740,1.0,0.0
14750,1.0,0.0
14760,1.0,0.0
14770,1.0,0.1
14780,1.0,0.0
14790,1.0,0.0
14800,1.0,0.0
14810,1.0,0.0
14820,1.0,0.0
14830,1.0,0.0
14840,1.0,0.0
14850,1.0,0.1
14860,1.0,0.0
14870,1.0,0.1
14880,1.0,0.0
14890,1.0,0.0
14900,1.0,0.0
14910,1.0,0.0
14920,1.0,0.0
14930,1.0,0.0
14940,1.0,0.0
14950,1.0,0.1
14960,1.0,0.0
14970,1.0,0.0
14980,1.0,0.1
14990,1.0,0.0
15000,1.0,0.2
15010,1.0,2.7755576e-17
15020,1.0,0.0
15030,1.0,0.0
15040,1.0,0.0
15050,1.0,0.0
15060,1.0,0.0
15070,1.0,0.0
15080,1.0,0.1
15090,1.0,0.0
15100,1.0,0.0
15110,1.0,0.0
15120,1.0,0.0
15130,1.0,0.0
15140,1.0,0.0
15150,1.0,0.2
15160,1.0,0.0
15170,1.0,0.0
15180,1.0,0.0
15190,1.0,0.0
15200,1.0,0.0
15210,1.0,0.0
15220,1.0,0.0
15230,1.0,0.0
15240,1.0,0.0
15250,1.0,0.0
15260,1.0,0.1
15270,1.0,0.0
15280,1.0,0.0
15290,1.0,0.0
15300,1.0,0.0
15310,1.0,0.0
15320,1.0,0.0
15330,1.0,0.0
15340,1.0,0.0
15350,1.0,0.0
15360,1.0,0.0
15370,1.0,0.0
15380,1.0,0.0
15390,1.0,0.0
15400,1.0,0.0
15410,1.0,0.0
15420,1.0,0.0
15430,1.0,0.0
15440,1.0,0.0
15450,1.0,0.2
15460,1.0,0.1
15470,1.0,0.0
15480,1.0,0.0
15490,1.0,0.0
15500,1.0,0.0
15510,1.0,0.1
15520,1.0,0.0
15530,1.0,0.0
15540,1.0,0.0
15550,1.0,0.0
15560,1.0,0.0
15570,1.0,0.0
15580,1.0,0.0
15590,1.0,0.0
15600,1.0,0.0
15610,1.0,0.0
15620,1.0,0.0
15630,1.0,0.0
15640,1.0,0.0
15650,1.0,0.0
15660,1.0,0.0
15670,1.0,0.0
15680,1.0,0.0
15690,1.0,0.0
15700,1.0,0.0
15710,1.0,0.1
15720,1.0,0.0
15730,1.0,0.0
15740,1.0,0.1
15750,1.0,0.0
15760,1.0,0.0
15770,1.0,0.3
15780,1.0,0.3
15790,1.0,2.7755576e-17
15800,1.0,0.0
15810,1.0,0.0
15820,1.0,0.0
15830,1.0,0.0
15840,1.0,0.0
15850,1.0,0.1
15860,1.0,0.0
15870,1.0,0.0
15880,1.0,0.0
15890,1.0,0.0
15900,1.0,0.0
15910,1.0,0.0
15920,1.0,0.1
15930,1.0,0.0
15940,1.0,0.0
15950,1.0,0.1
15960,1.0,0.0
15970,2.0,0.0
15980,1.0,0.0
15990,2.0,0.0
16000,2.0,0.0
16010,1.0,0.0
16020,1.0,0.0
16030,1.0,0.0
16040,1.0,0.0
16050,1.0,0.0
16060,1.0,0.0
16070,1.0,0.0
16080,2.0,0.0
16090,1.0,0.0
16100,1.0,0.0
16110,1.0,0.0
16120,1.0,0.1
16130,2.0,0.0
16140,2.0,0.0
16150,2.0,0.0
16160,2.0,0.1
16170,2.0,0.0
16180,2.0,0.0
16190,2.0,0.0
16200,1.0,0.0
16210,1.0,0.0
16220,1.0,0.0
16230,1.0,0.0
16240,1.0,0.1
16250,2.0,0.0
16260,2.0,0.1
16270,2.0,0.0
16280,2.0,0.0
16290,2.0,0.0
16300,2.0,0.1
16310,2.0,0.0
16320,2.0,0.0
16330,2.0,0.0
16340,2.0,0.0
16350,2.0,0.0
16360,2.0,0.0
16370,2.0,0.0
16380,2.0,0.0
16390,2.0,0.1
16400,2.0,0.0
16410,2.0,0.0
16420,2.0,0.0
16430,2.0,0.0
16440,2.0,0.0
16450,2.0,0.0
16460,2.0,0.0
16470,2.0,0.0
16480,2.0,0.0
16490,2.0,0.0
16500,1.0,0.0
16510,1.0,0.0
16520,1.0,0.1
16530,1.0,0.0
16540,1.0,0.0
16550,2.0,0.1
16560,2.0,0.0
16570,2.0,0.0
16580,2.0,0.0
16590,2.0,0.1
16600,2.0,0.0
16610,2.0,0.0
16620,2.0,0.0
16630,2.0,0.0
16640,2.0,0.0
16650,2.0,0.0
16660,2.0,0.0
16670,2.0,0.0
16680,2.0,0.0
16690,2.0,0.0
16700,2.0,0.0
16710,2.0,0.0
16720,2.0,0.0
16730,2.0,0.0
16740,2.0,0.0
16750,2.0,0.0
16760,2.0,0.0
16770,2.0,0.0
16780,2.0,0.0
16790,2.0,0.0
16800,2.0,0.0
16810,2.0,0.0
16820,2.0,0.0
16830,2.0,0.0
16840,1.0,0.0
16850,2.0,0.0
16860,2.0,0.0
16870,2.0,0.0
16880,2.0,0.0
16890,2.0,0.0
16900,2.0,0.0
16910,2.0,0.0
16920,2.0,0.0
16930,2.0,0.0
16940,2.0,0.0
16950,2.0,0.0
16960,2.0,0.0
16970,2.0,0.1
16980,2.0,0.0
16990,2.0,0.0
17000,2.0,0.0
17010,2.0,0.1
17020,1.0,0.1
17030,1.0,0.0
17040,1.0,0.0
17050,1.0,0.0
17060,2.0,0.0
17070,2.0,0.1
17080,4.0,0.3
17090,5.0,0.1
17100,3.0,0.0
17110,4.0,0.1
17120,3.0,0.0
17130,4.0,0.0
17140,4.0,0.0
17150,5.0,0.0
17160,3.0,0.0
17170,3.0,0.0
17180,3.0,0.0
17190,4.0,0.0
17200,5.0,0.0
17210,4.0,0.0
17220,4.0,0.0
17230,3.0,0.0
17240,2.0,0.0
17250,3.0,0.0
17260,3.0,0.0
17270,3.0,0.0
17280,5.0,0.0
17290,5.0,0.0
17300,3.0,0.0
17310,3.0,0.0
17320,2.0,0.0
17330,4.0,0.0
17340,4.0,0.0
17350,3.0,0.0
17360,4.0,0.2
17370,3.0,0.0
17380,4.0,0.0
17390,3.0,0.0
17400,4.0,0.0
17410,3.0,0.1
17420,4.0,0.0
17430,4.0,0.0
17440,3.0,0.0
17450,4.0,0.1
17460,5.0,0.0
17470,3.0,0.0
17480,3.0,0.0
17490,3.0,0.0
17500,3.0,0.0
17510,3.0,0.0
17520,4.0,0.0
17530,3.0,0.0
17540,3.0,0.2
17550,4.0,0.0
17560,3.0,0.0
17570,4.0,0.0
17580,3.0,0.0
17590,3.0,0.0
17600,3.0,0.0
17610,3.0,0.0
17620,3.0,0.0
17630,3.0,0.0
17640,3.0,0.0
17650,3.0,0.0
17660,3.0,0.0
17670,3.0,0.0
17680,3.0,0.0
17690,3.0,0.0
17700,3.0,0.0
17710,3.0,0.0
17720,3.0,0.0
17730,4.0,0.0
17740,4.0,0.0
17750,3.0,0.0
17760,3.0,0.0
17770,3.0,0.0
17780,3.0,0.0
17790,3.0,0.1
17800,3.0,0.0
17810,4.0,0.0
17820,4.0,0.1
17830,3.0,0.0
17840,3.0,0.0
17850,3.0,0.0
17860,2.0,0.0
17870,2.0,0.1
17880,2.0,0.0
17890,2.0,0.0
17900,3.0,0.0
17910,3.0,0.0
17920,2.0,0.0
17930,2.0,0.0
17940,3.0,0.0
17950,2.0,0.0
17960,2.0,0.0
17970,2.0,0.0
17980,2.0,0.0
17990,2.0,0.0
18000,2.0,0.0
18010,2.0,0.0
18020,2.0,0.1
18030,2.0,0.0
18040,2.0,0.0
18050,2.0,0.0
18060,2.0,0.0
18070,2.0,0.0
18080,2.0,0.0
18090,2.0,0.0
18100,2.0,0.0
18110,2.0,0.0
18120,2.0,0.0
18130,2.0,0.0
18140,2.0,0.0
18150,2.0,0.0
18160,2.0,0.0
18170,2.0,0.0
18180,2.0,0.0
18190,2.0,0.0
18200,2.0,0.1
18210,2.0,0.0
18220,2.0,0.0
18230,2.0,0.1
18240,2.0,0.0
18250,2.0,0.0
18260,2.0,0.0
18270,2.0,0.0
18280,2.0,0.0
18290,2.0,0.1
18300,2.0,0.0
18310,2.0,0.0
18320,2.0,0.0
18330,2.0,0.0
18340,2.0,0.0
18350,2.0,0.0
18360,2.0,0.0
18370,3.0,0.0
18380,2.0,0.0
18390,2.0,0.1
18400,2.0,0.1
18410,2.0,0.1
18420,2.0,0.0
18430,2.0,0.1
