timestep,aqi,voltage,energy,wind_speed,concentration
100,45.19142482777417,2.7060000000000004,265.34880000000004,2.7060000000000004,10.836336493520212
200,43.18418139122179,2.8375,292.4406000000001,2.8375,10.359400801320435
300,41.51884053702886,2.964333333333334,320.6916000000001,2.964333333333334,9.961319907171728
400,44.08224980836968,2.80925,294.01110000000006,2.80925,10.81678250362287
500,50.409277440500915,2.5342,252.89064000000008,2.5342,13.439106472773572
600,51.585709074113126,2.436833333333333,234.00420000000003,2.436833333333333,13.738021971834803
700,53.21455988193257,2.334285714285714,216.48445714285717,2.334285714285714,14.318341247526586
800,54.1139523872905,2.2698749999999994,204.98985000000002,2.2698749999999994,14.615331043833026
900,53.581842596717294,2.290444444444444,206.6,2.290444444444444,14.32598225187863
1000,53.47418620353702,2.2873999999999994,204.45264,2.2873999999999994,14.191449223293004
1100,58.25842938226206,1.929999999999999,139.50719999999993,1.929999999999999,15.692155905841668
1200,51.71225418240495,2.376,224.6472,2.376,13.740235001639071
1300,46.5612962900407,2.725,292.9980000000001,2.725,12.060506880469957
1400,47.66856770183335,2.6352500000000005,270.33750000000003,2.6352500000000005,12.137386776018941
1500,48.174892894542396,2.5872,258.26688,2.5872,12.185104969160278
1600,55.07867373855145,2.3375,223.1586,2.3375,15.204014057982489
1700,59.55495078819259,2.190714285714286,202.38840000000002,2.190714285714286,17.2686370903404
1800,77.48576878007319,2.046875,187.22474999999997,2.046875,692017.3107168969
1900,75.1863901108256,2.0394444444444444,182.2428,2.0394444444444444,615128.1488429237
2000,72.88491974647626,2.0676,184.21271999999996,2.0676,553616.6621565016
2100,50.56700757019864,2.3819999999999997,213.1704,2.3819999999999997,12.755338384388045
2200,77.11829313551647,1.6844999999999992,128.31659999999997,1.6844999999999992,25.913072957027424
2300,91.47358815823728,1.5379999999999996,111.86639999999997,1.5379999999999996,291400.6810053189
2400,86.47956648841064,1.498499999999999,101.55419999999995,1.498499999999999,218555.97244676703
2500,81.00360053764415,1.5767999999999995,107.92655999999994,1.5767999999999995,174847.97914046506
2600,77.5707070533096,1.6243333333333327,112.24679999999994,1.6243333333333327,145709.44322942127
